,G1,G2,G3,G4,G5,G6,G7,Wa1,Wa2,Wi1,Wi2,Wi3,I,S1,S2,Tw,Tr,L,R,E,AC,D1,D2
169,0,2.4,3.2,2.9,6,4,0.26,LC,0.35,1.38,0.56,0.7,1.55,3,1.08,0.0,0.0,B,1,85.69012608,64.575893,0.112,P
170,45,3.7,3.9,3.2,8,6,0.44,HC,0.4,4.52,0.84,0.47,1.91,3,1.4,0.0,0.0,B,1,84.72991137,67.06345,0.215,P
171,270,3.3,2.3,3.0,5,3,0.7,NC,0.25,5.27,0.71,0.41,0.34,3,0.02,0.0,0.0,B,1,80.86500406,40.310096,0.888,NP
172,180,2.8,1.6,4.3,4,5,0.37,HC,0.3,1.92,0.41,0.6,1.24,3,0.81,0.0,0.0,B,1,75.91219353,74.386161,0.629,P
173,135,2.6,2.8,3.1,6,3,0.11,BR,0.35,3.3,0.71,0.51,1.02,3,0.62,0.0,0.0,B,1,96.53747331,59.192995,0.00891,P
174,225,2.2,2.9,3.6,7,2,0.5,NC,0.25,2.43,0.51,0.82,0.54,3,0.2,0.0,0.0,B,1,79.9537905,58.275412,0.454,P
175,0,1.5,3.4,3.8,7,2,0.32,NC,0.25,2.12,0.5,0.43,1.47,3,1.02,0.0,0.0,B,1,86.10389335,69.285857,0.1,P
176,135,1.8,1.7,4.9,10,6,0.62,BR,0.4,4.77,0.47,0.47,1.26,3,0.83,0.0,0.0,B,1,76.5244199,66.76232,1.0,NP
177,270,2.0,2.1,4.4,5,4,0.55,LC,0.2,2.75,0.35,0.64,1.97,3,1.46,0.0,0.0,B,1,74.25586024,72.300962,1.0,P
178,90,3.6,3.6,3.6,9,4,0.57,NC,0.2,3.76,0.31,0.87,1.12,3,0.7,0.0,0.0,B,1,75.15327807,69.031042,0.643,P
179,180,3.1,2.7,4.5,5,7,0.4,LC,0.3,3.66,0.57,0.56,0.9,3,0.51,0.0,0.0,B,1,76.74863857,59.810554,1.0,NP
180,225,2.7,2.7,4.8,8,4,0.43,HC,0.4,1.43,0.4,0.52,0.88,1,0.0,0.0,0.02,B,1,76.856,68.821448,0.954432182,NP
181,315,3.0,1.6,4.3,9,2,0.38,LC,0.3,0.93,0.35,0.75,0.76,1,0.0,0.0,0.03,B,1,91.053,62.013507,0.281574631,P
182,90,2.8,3.1,4.3,6,6,0.36,BR,0.25,3.57,0.38,0.41,1.41,1,0.0,0.0,0.01,B,1,77.068,65.673077,0.638152012,P
183,315,4.0,2.4,3.7,9,1,0.7,NC,0.25,2.99,0.59,0.65,0.44,1,0.0,0.0,0.0,B,1,80.957,48.11899,0.50067331,P
184,180,2.5,3.6,4.0,8,3,0.11,BR,0.3,2.01,0.78,0.84,1.54,1,0.0,0.0,0.05,B,1,92.36,83.646724,0.17562518,P
185,180,1.8,3.8,4.9,4,5,0.59,LC,0.3,4.16,0.47,0.76,1.6,1,0.0,0.0,0.04,B,1,77.845,59.071848,1.0,NP
186,45,1.7,2.5,2.8,7,3,0.64,HC,0.3,1.04,0.82,0.49,1.48,1,0.0,0.0,0.02,B,1,78.268,62.291667,0.568954855,NP
187,135,3.2,3.4,4.8,8,7,0.24,NC,0.2,1.75,0.53,0.58,0.36,1,0.0,0.0,0.04,B,1,78.332,63.824745,0.939350865,NP
188,270,2.1,3.7,3.5,8,4,0.66,HC,0.25,5.28,0.3,0.6,0.99,1,0.0,0.0,0.05,B,1,77.315,65.780449,1.0,NP
189,225,3.7,2.9,3.5,9,5,0.5,LC,0.25,3.12,0.5,0.8,1.24,1,0.0,0.0,0.01,B,1,79.69,58.047543,0.608267243,NP
190,45,2.1,2.1,4.7,5,6,0.39,LC,0.4,1.85,0.56,0.66,0.84,1,0.0,0.0,0.02,B,1,78.031,53.743787,1.0,NP
191,225,3.2,3.0,3.8,7,6,0.67,NC,0.4,3.92,0.44,0.71,1.94,1,0.0,0.0,0.02,B,1,77.675,60.71772,1.0,NP
192,0,1.9,3.5,3.7,10,3,0.45,LC,0.35,4.24,0.29,0.78,1.75,1,0.0,0.0,0.03,B,1,78.779,81.871995,0.512338425,P
193,0,3.5,3.2,3.1,8,4,0.18,LC,0.2,2.83,0.81,0.54,1.07,1,0.0,0.0,0.03,B,1,92.306,51.513672,0.173913043,P
194,90,2.2,2.7,3.2,9,1,0.27,BR,0.4,1.38,0.41,0.68,1.85,1,0.0,0.0,0.04,B,1,89.489,79.449519,0.204475647,P
195,135,1.6,3.6,3.3,6,5,0.31,NC,0.35,4.84,0.7,0.43,1.3,1,0.0,0.0,0.01,B,1,79.768,65.754986,0.388459791,P
196,90,3.3,4.0,4.6,6,6,0.74,BR,0.2,3.74,0.62,0.72,1.15,1,0.0,0.0,0.0,B,1,77.963,51.707332,1.0,NP
197,180,2.3,1.7,4.4,4,5,0.48,NC,0.25,2.64,0.51,0.88,1.77,1,0.0,0.0,0.02,B,1,77.465,68.19351,1.0,NP
198,225,3.0,2.0,3.3,5,7,0.23,LC,0.35,4.52,0.63,0.82,0.62,1,0.0,0.0,0.01,B,1,79.967,46.245192,1.0,NP
199,180,3.5,1.9,4.0,7,2,0.15,LC,0.3,0.73,0.85,0.56,1.13,1,0.0,0.0,0.0,B,1,96.38,56.667668,0.074422248,P
200,270,3.9,1.8,3.0,5,4,0.3,BR,0.35,3.33,0.68,0.55,1.64,1,0.0,0.0,0.03,B,1,87.909,70.422009,0.213358071,P
201,45,2.6,2.9,4.5,6,3,0.59,NC,0.35,4.97,0.65,0.63,1.96,1,0.0,0.0,0.01,B,1,76.515,68.939446,1.0,NP
202,270,3.6,2.3,4.2,7,2,0.56,NC,0.3,2.23,0.73,0.86,0.49,1,0.0,0.0,0.05,B,1,87.483,63.690171,0.326760563,P
203,45,1.5,1.6,3.9,10,2,0.2,HC,0.35,2.43,0.76,0.47,0.71,1,0.0,0.0,0.04,B,1,88.63,70.815304,0.209121246,P
204,135,2.8,2.6,2.9,5,4,0.52,NC,0.25,4.65,0.33,0.46,0.54,1,0.0,0.0,0.04,B,1,80.13,50.673077,0.426737968,NP
205,180,3.7,3.2,3.9,4,4,0.7,LC,0.4,4.52,0.58,0.88,1.53,1,0.0,0.0,0.04,B,1,76.831,61.145166,1.0,NP
206,225,2.5,1.7,4.7,8,1,0.13,NC,0.35,4.34,0.63,0.75,1.4,1,0.0,0.0,0.04,B,1,86.508,87.20653,0.235621521,P
207,225,2.8,3.0,3.4,7,3,0.59,NC,0.3,4.95,0.31,0.47,1.64,1,0.0,0.0,0.04,B,1,76.904,72.804487,0.550693374,NP
208,315,2.2,3.4,3.2,6,4,0.32,LC,0.25,3.91,0.75,0.82,1.93,1,0.0,0.0,0.05,B,1,77.679,77.05649,0.917389795,P
209,45,3.3,2.5,3.8,8,5,0.16,BR,0.3,2.7,0.83,0.41,1.09,1,0.0,0.0,0.03,B,1,87.814,73.657352,0.135007849,P
210,90,1.9,1.5,4.8,9,7,0.72,NC,0.2,2.91,0.42,0.72,0.61,1,0.0,0.0,0.02,B,1,88.161,38.920272,1.0,NP
211,135,2.9,2.5,5.0,7,6,0.43,LC,0.4,5.22,0.36,0.69,0.93,1,0.0,0.0,0.02,B,1,78.788,58.649267,1.0,NP
212,90,1.6,2.0,4.4,10,2,0.63,LC,0.25,2.16,0.45,0.52,0.42,1,0.0,0.0,0.01,B,1,85.142,48.155048,0.741935484,NP
213,270,3.9,2.7,3.3,9,6,0.29,NC,0.3,3.61,0.59,0.79,1.26,1,0.0,0.0,0.03,B,1,79.64,68.563034,0.612104876,NP
214,225,1.7,2.0,3.6,5,2,0.4,HC,0.35,2.28,0.47,0.85,0.85,1,0.0,0.0,0.02,B,1,81.802,61.271635,0.524475524,P
215,135,2.0,3.8,4.2,6,2,0.45,NC,0.35,1.68,0.81,0.54,1.8,1,0.0,0.0,0.04,B,1,78.979,75.49359,0.44991453,NP
216,45,3.1,3.8,4.4,10,6,0.5,BR,0.35,1.08,0.68,0.61,1.78,1,0.0,0.0,0.04,B,1,76.049,76.444216,1.0,NP
217,270,3.6,3.6,4.0,7,4,0.55,NC,0.25,1.44,0.73,0.45,1.17,1,0.0,0.0,0.03,B,1,77.331,70.774276,0.460027772,P
218,135,3.4,2.2,2.9,5,5,0.22,HC,0.3,0.91,0.51,0.59,0.46,1,0.0,0.0,0.01,B,1,89.706,40.046875,0.297119056,P
219,0,2.4,2.9,3.0,6,3,0.27,LC,0.25,3.42,0.28,0.65,0.68,1,0.0,0.0,0.02,B,1,88.966,44.99027,0.322508399,P
220,270,3.8,2.3,3.8,5,5,0.6,BR,0.25,4.58,0.69,0.74,1.66,1,0.0,0.0,0.04,B,1,77.07728264,69.670406,0.816296296,NP
221,180,3.4,2.8,3.2,8,4,0.69,NC,0.35,0.86,0.86,0.43,1.1,1,0.0,0.0,0.03,B,1,77.05444092,65.603966,0.492265943,NP
222,135,3.5,3.5,3.6,9,6,0.49,HC,0.25,4.33,0.4,0.68,1.19,1,0.0,0.0,0.03,B,1,77.24594908,68.259465,0.812434363,NP
223,180,3.6,3.9,4.5,6,1,0.54,BR,0.25,4.86,0.42,0.42,1.08,1,0.0,0.0,0.03,B,1,82.87855812,72.917854,0.221145052,P
224,45,1.9,3.5,4.4,4,4,0.47,NC,0.35,5.16,0.53,0.61,0.62,1,0.0,0.0,0.02,B,1,76.5604568,59.99399,1.0,NP
225,135,2.9,2.2,2.9,7,2,0.17,BR,0.4,3.67,0.62,0.45,1.37,1,0.0,0.0,0.03,B,1,94.50971357,71.352335,0.062831497,P
226,90,1.8,3.8,4.3,9,2,0.34,LC,0.2,2.7,0.59,0.48,0.35,1,0.0,0.0,0.01,B,1,83.67370932,55.083467,0.332952381,P
227,180,3.2,2.0,2.9,5,3,0.32,NC,0.25,3.4,0.82,0.66,1.27,1,0.0,0.0,0.03,B,1,77.94554999,72.173678,0.593406593,P
228,0,2.4,3.0,4.9,4,5,0.57,NC,0.3,0.97,0.74,0.81,1.91,1,0.0,0.0,0.05,B,1,76.10538315,78.463255,1.0,NP
229,135,3.1,1.9,4.9,5,3,0.26,LC,0.3,1.67,0.65,0.59,2.01,1,0.0,0.0,0.05,B,1,76.1531825,92.21068,1.0,NP
230,315,2.3,1.7,3.5,10,5,0.66,LC,0.3,3.89,0.38,0.86,0.94,1,0.0,0.0,0.02,B,1,77.36299704,63.679087,1.0,NP
231,90,2.9,2.6,4.1,10,2,0.25,HC,0.25,2.05,0.34,0.77,1.5,1,0.0,0.0,0.04,B,1,88.41794262,84.764194,0.234262126,P
232,225,2.5,3.2,3.3,6,7,0.11,NC,0.4,3.93,0.46,0.75,0.47,1,0.0,0.0,0.01,B,1,84.90325347,59.029447,0.509232264,P
233,45,1.7,3.7,3.1,7,7,0.72,NC,0.35,1.3,0.49,0.82,0.57,1,0.0,0.0,0.02,B,1,79.50526448,45.441373,1.0,NP
234,225,2.1,3.4,3.9,8,6,0.43,NC,0.35,2.8,0.74,0.53,1.79,1,0.0,0.0,0.04,B,1,76.87723479,73.524639,1.0,NP
235,225,3.9,1.6,4.6,7,6,0.22,LC,0.3,4.98,0.28,0.82,0.55,1,0.0,0.0,0.04,B,1,77.71078235,70.334535,0.963552576,NP
236,90,2.0,3.0,3.8,6,4,0.39,LC,0.25,2.11,0.44,0.88,0.43,1,0.0,0.0,0.02,B,1,77.46888433,60.566621,1.0,P
237,45,3.5,2.1,4.8,7,2,0.63,HC,0.2,3.3,0.69,0.48,1.24,1,0.0,0.0,0.02,B,1,80.32863286,73.108774,0.321668434,NP
238,315,1.6,2.4,4.2,8,3,0.41,LC,0.35,1.39,0.76,0.42,1.38,1,0.0,0.0,0.02,B,1,76.60240269,77.759415,0.549073439,P
239,270,2.7,2.6,3.4,9,4,0.14,LC,0.4,0.73,0.31,0.46,0.73,1,0.0,0.0,0.04,B,1,91.54130297,65.506143,0.114317425,P
240,135,2.5,3.1,3.7,4,6,0.43,LC,0.25,5.05,0.64,0.86,1.65,2,1.47,0.0,0.04,B,1,75.224,84.763049,1.0,NP
241,270,1.7,3.8,4.9,7,3,0.23,NC,0.25,4.47,0.69,0.69,0.84,2,0.74,0.0,0.05,B,1,82.787,84.256811,0.36,P
242,135,3.8,2.4,3.5,4,4,0.13,NC,0.3,1.44,0.32,0.54,1.89,2,0.14,0.0,0.0,B,1,92.211,61.743234,0.093617021,P
243,270,3.5,2.2,4.4,10,2,0.54,HC,0.4,2.82,0.34,0.71,0.98,2,0.64,0.0,0.03,B,1,85.85,76.66887,0.306370071,P
244,90,2.4,1.8,3.9,7,1,0.72,LC,0.35,1.99,0.39,0.63,1.4,2,0.38,0.0,0.02,B,1,79.302,52.258614,0.817021277,NP
245,45,2.0,2.6,2.8,6,7,0.24,LC,0.3,2.51,0.84,0.59,0.75,2,1.29,0.0,0.0,B,1,79.059,51.329127,0.849673203,P
246,270,2.9,3.3,3.4,7,4,0.57,LC,0.35,4.28,0.76,0.42,0.88,2,0.43,0.0,0.01,B,1,77.871,59.366844,0.471524966,P
247,180,2.0,2.9,3.0,8,3,0.61,LC,0.35,3.93,0.37,0.57,0.44,2,0.91,0.0,0.04,B,1,80.803,59.224588,0.525416104,P
248,180,1.7,3.5,4.9,5,2,0.41,BR,0.4,4.14,0.65,0.67,0.58,2,1.39,0.0,0.01,B,1,78.613,64.454627,0.824769433,NP
249,225,2.3,3.2,4.8,10,3,0.17,NC,0.3,1.06,0.48,0.75,1.99,2,1.38,0.0,0.01,B,1,85.152,85.774639,0.35026455,P
250,270,3.7,2.8,4.2,9,1,0.19,NC,0.35,5.18,0.7,0.84,1.12,2,1.18,0.0,0.04,B,1,92.244,77.179869,0.237858032,P
251,0,3.0,3.8,3.1,6,6,0.55,HC,0.3,1.73,0.36,0.77,0.66,2,0.26,0.0,0.02,B,1,78.409,48.156288,0.931751412,NP
252,0,2.7,1.7,3.2,8,7,0.28,BR,0.3,0.77,0.49,0.72,1.21,2,0.99,0.0,0.04,B,1,75.661,80.304487,1.0,NP
253,315,2.8,3.7,4.7,7,4,0.31,LC,0.2,0.85,0.73,0.88,0.72,2,0.57,0.0,0.04,B,1,78.14,73.532128,0.999750934,NP
254,90,2.4,3.4,4.0,6,6,0.34,HC,0.25,1.86,0.82,0.78,1.73,2,0.2,0.0,0.01,B,1,76.468,69.153646,1.0,P
255,225,3.1,1.8,3.6,5,6,0.64,LC,0.4,3.13,0.79,0.65,1.8,2,1.02,0.0,0.03,B,1,76.023,70.742617,1.0,NP
256,315,3.2,2.4,4.4,5,5,0.74,HC,0.25,3.42,0.28,0.6,1.42,2,0.31,0.0,0.03,B,1,76.353,67.084335,0.960486322,NP
257,90,3.3,2.0,4.0,9,4,0.68,BR,0.3,3.47,0.78,0.49,1.6,2,0.81,0.0,0.02,B,1,75.396,82.166466,0.630374753,NP
258,225,3.9,2.7,4.6,9,5,0.37,NC,0.25,4.59,0.44,0.45,0.4,2,1.25,0.0,0.03,B,1,78.501,75.41177,0.462631708,NP
259,180,1.8,3.1,3.3,5,3,0.28,LC,0.35,1.33,0.42,0.54,1.85,2,1.07,0.0,0.0,B,1,87.172,61.344437,0.268384075,P
260,45,3.0,2.3,4.3,9,5,0.67,LC,0.35,2.26,0.61,0.82,0.49,2,0.52,0.0,0.02,B,1,76.32,64.616071,0.9913371,NP
261,180,4.0,2.0,4.5,8,5,0.48,NC,0.2,4.89,0.56,0.81,1.48,2,1.15,0.0,0.02,B,1,74.887,85.621154,0.915287244,NP
262,135,2.2,2.6,2.9,7,2,0.12,NC,0.3,2.54,0.52,0.48,1.28,2,0.85,0.0,0.03,B,1,96.37,66.96234,0.042863657,P
263,90,1.5,3.9,3.9,8,2,0.46,NC,0.2,3.79,0.59,0.51,1.03,2,0.67,0.0,0.02,B,1,77.625,72.940705,0.536945813,NP
264,45,3.6,1.5,3.6,6,6,0.5,BR,0.25,3.02,0.55,0.42,1.23,2,0.48,0.0,0.05,B,1,75.626,78.804309,0.813016027,P
265,225,3.4,2.8,4.3,8,6,0.38,NC,0.25,1.16,0.75,0.42,1.23,2,0.8,0.0,0.03,B,1,75.442,82.103795,0.652374491,NP
266,90,2.8,1.8,4.1,8,5,0.15,BR,0.25,5.17,0.48,0.58,1.99,2,1.47,0.0,0.05,B,1,84.656,89.52524,0.329350649,P
267,315,1.6,3.7,3.3,9,4,0.64,BR,0.35,4.03,0.65,0.84,0.98,2,0.59,0.0,0.03,B,1,76.62,67.518697,1.0,NP
268,90,3.8,2.3,3.7,5,7,0.46,LC,0.3,1.31,0.62,0.78,1.7,2,1.22,0.0,0.04,B,1,75.015,81.200855,1.0,NP
269,180,1.9,3.6,4.4,8,3,0.26,NC,0.4,2.58,0.28,0.86,1.43,2,0.98,0.0,0.04,B,1,85.395,89.9586,0.42558051,P
270,225,2.1,3.2,3.5,6,3,0.58,NC,0.35,4.8,0.81,0.44,1.07,2,0.66,0.0,0.03,B,1,76.919,73.35637,0.470383275,NP
271,135,1.8,2.1,3.6,7,2,0.19,HC,0.4,4.61,0.39,0.75,1.52,2,1.06,0.0,0.04,B,1,88.895,81.354567,0.278745645,P
272,270,3.5,2.7,4.0,6,6,0.3,NC,0.25,1.71,0.33,0.51,0.4,2,0.07,0.0,0.01,B,1,79.601,55.502804,0.578342904,NP
273,135,3.9,1.7,4.5,5,5,0.5,LC,0.3,3.52,0.72,0.63,1.63,2,1.16,0.0,0.04,B,1,75.444,90.013355,0.961038961,NP
274,45,3.2,2.4,3.2,4,3,0.42,LC,0.3,3.38,0.37,0.48,0.57,2,0.22,0.0,0.02,B,1,79.594,46.57967,0.515028707,NP
275,45,3.2,3.5,2.9,7,4,0.13,LC,0.35,0.66,0.84,0.63,0.85,2,0.47,0.0,0.02,B,1,98.08,40.064228,0.140096618,P
276,270,2.9,3.0,4.9,5,5,0.34,HC,0.25,4.32,0.69,0.8,0.7,2,0.34,0.0,0.02,B,1,78.141,66.776393,0.712459114,NP
277,0,2.2,3.2,4.8,10,4,0.57,BR,0.3,2.92,0.52,0.54,0.47,2,0.14,0.0,0.01,B,1,78.132,56.147837,1.0,NP
278,90,2.6,4.0,3.0,7,1,0.7,LC,0.2,2.01,0.57,0.69,1.24,2,0.81,0.0,0.03,B,1,89.268,52.865785,0.244973939,P
279,180,2.4,2.0,4.6,9,2,0.75,HC,0.25,2.27,0.45,0.72,1.87,2,1.36,0.0,0.05,B,1,75.768,83.235577,0.696672122,NP
280,270,2.8,3.7,2.9,9,1,0.28,NC,0.35,2.68,0.69,0.51,0.68,2,0.32,0.0,0.03,B,1,94.89194148,61.490385,0.107596513,P
281,225,3.2,3.4,3.9,9,3,0.34,HC,0.35,1.56,0.47,0.88,0.6,2,0.25,0.0,0.03,B,1,79.88940253,72.051532,0.58114191,P
282,225,2.5,2.5,2.8,6,5,0.74,BR,0.35,2.51,0.32,0.67,1.1,2,0.69,0.0,0.02,B,1,76.24754338,65.384615,0.687630154,NP
283,45,3.1,2.6,4.3,4,6,0.69,LC,0.25,1.65,0.39,0.73,1.46,2,1.01,0.0,0.02,B,1,75.73708468,66.916209,1.0,NP
284,270,1.7,3.9,3.7,9,4,0.56,LC,0.2,4.72,0.42,0.71,1.61,2,1.14,0.0,0.03,B,1,74.34083648,86.213942,1.0,P
285,180,2.1,3.2,3.5,5,7,0.25,HC,0.3,3.16,0.78,0.61,0.41,2,0.08,0.0,0.01,B,1,77.80321201,54.554087,0.999612853,NP
286,90,3.4,3.1,3.0,8,3,0.45,LC,0.2,0.72,0.68,0.81,0.77,2,0.4,0.0,0.04,B,1,78.71302372,64.423077,0.582823587,P
287,135,2.0,1.5,3.4,4,3,0.63,NC,0.25,3.82,0.52,0.53,1.84,2,1.34,0.0,0.04,B,1,74.49608158,84.362981,1.0,P
288,315,3.8,3.0,3.6,8,4,0.67,NC,0.25,5.27,0.75,0.49,1.57,2,1.1,0.0,0.02,B,1,75.93614047,79.632555,0.474350282,P
289,180,2.2,1.7,5.0,5,6,0.12,HC,0.3,1.98,0.62,0.74,0.58,2,0.23,0.0,0.05,B,1,77.06177731,81.871394,0.862579281,P
290,90,3.6,3.6,4.5,10,2,0.51,NC,0.35,1.33,0.59,0.83,1.77,2,1.28,0.0,0.04,B,1,83.47402791,94.029558,0.335846062,P
291,45,2.6,2.1,4.7,6,5,0.19,NC,0.3,4.16,0.28,0.63,0.44,2,0.11,0.0,0.04,B,1,79.86375522,80.173077,0.446676231,P
292,315,1.5,1.8,4.8,7,7,0.15,LC,0.25,4.2,0.48,0.68,1.92,2,1.41,0.0,0.02,B,1,74.86720254,91.288061,1.0,P
293,135,2.3,3.8,3.3,6,6,0.37,BR,0.4,1.01,0.63,0.43,1.4,2,0.96,0.0,0.05,B,1,75.68008568,86.869124,0.567703704,P
294,180,4.0,2.3,3.2,7,5,0.48,BR,0.4,2.25,0.72,0.79,1.28,2,0.85,0.0,0.03,B,1,77.5457729,82.507212,0.557805907,P
295,225,3.6,2.2,4.6,7,1,0.42,NC,0.3,3.6,0.82,0.47,0.92,2,0.53,0.0,0.04,B,1,79.21582055,78.111178,0.352767769,NP
296,90,3.4,2.0,4.2,5,4,0.54,BR,0.4,3.42,0.83,0.4,1.96,2,1.45,0.0,0.01,B,1,76.87475031,81.950721,0.363566781,P
297,45,3.0,2.7,4.0,9,2,0.3,NC,0.2,4.6,0.55,0.57,0.94,2,0.54,0.0,0.02,B,1,88.82660574,74.052198,0.189318836,P
298,0,1.9,3.3,3.9,8,2,0.6,LC,0.25,2.86,0.33,0.57,1.18,2,0.76,0.0,0.04,B,1,78.65925969,75.338792,0.563409563,P
299,135,2.6,2.8,4.4,6,4,0.22,LC,0.35,4.96,0.42,0.86,1.03,2,0.63,0.0,0.02,B,1,79.68099984,78.393429,0.647058824,P
300,225,3.8,3.1,4.8,8,5,0.74,BR,0.4,1.1,0.62,0.66,0.57,3,0.71,0.0,0.01,B,1,77.221,62.886142,0.882622951,NP
301,180,3.1,1.6,4.1,6,2,0.22,NC,0.2,2.52,0.4,0.82,0.43,3,0.5,0.0,0.03,B,1,93.225,69.737294,0.212057113,P
302,225,2.8,3.4,3.7,6,6,0.16,BR,0.35,4.88,0.38,0.71,0.5,3,1.26,0.0,0.03,B,1,92.573,66.162431,0.500949796,P
303,270,2.2,2.9,3.3,4,6,0.69,NC,0.3,1.52,0.57,0.88,0.61,3,0.93,0.0,0.02,B,1,75.718,62.468407,1.0,NP
304,315,1.9,3.5,4.5,7,1,0.72,LC,0.2,2.57,0.31,0.69,0.36,3,1.18,0.0,0.04,B,1,82.624,55.120944,0.393654524,P
305,45,3.1,3.4,4.2,5,2,0.58,NC,0.25,2.33,0.81,0.47,1.88,3,1.09,0.0,0.04,B,1,80.081,86.119935,0.309273306,NP
306,225,3.9,2.5,2.8,6,6,0.34,LC,0.35,5.25,0.35,0.53,0.87,3,0.79,0.0,0.02,B,1,82.828,57.411414,0.46567718,NP
307,90,3.6,4.0,4.4,5,3,0.29,NC,0.25,0.8,0.52,0.72,0.74,3,0.44,0.0,0.02,B,1,81.801,67.70219,0.43305402,P
308,45,2.4,3.9,3.4,8,4,0.1,LC,0.25,2.83,0.83,0.41,1.93,3,0.42,0.0,0.02,B,1,93.198,73.348469,0.039237358,P
309,135,1.7,3.2,5.0,5,1,0.2,HC,0.35,3.43,0.6,0.62,0.81,3,0.83,0.0,0.04,B,1,94.073,80.381611,0.148629149,P
310,180,1.9,1.9,2.9,7,4,0.33,NC,0.4,4.63,0.28,0.86,1.31,3,1.45,0.0,0.03,B,1,78.332,84.427584,1.0,NP
311,180,2.5,2.9,4.7,10,7,0.61,LC,0.3,1.81,0.65,0.65,1.99,3,1.04,0.0,0.01,B,1,76.682,64.476305,1.0,NP
312,135,3.7,2.6,4.0,4,3,0.47,LC,0.3,3.81,0.7,0.44,1.46,3,0.2,0.0,0.03,B,1,76.115,69.116809,0.654848241,P
313,90,2.1,1.6,3.4,9,4,0.45,LC,0.25,3.08,0.42,0.77,1.0,3,1.39,0.0,0.01,B,1,77.275,78.596154,1.0,P
314,135,2.7,2.8,3.1,7,5,0.4,HC,0.3,3.94,0.45,0.5,1.77,3,0.25,0.0,0.0,B,1,79.978,60.877404,0.410634648,P
315,315,2.8,2.2,3.5,9,2,0.49,HC,0.25,1.97,0.5,0.81,1.59,3,1.4,0.0,0.05,B,1,86.736,84.776786,0.328964059,P
316,225,1.6,1.8,3.2,6,3,0.55,LC,0.3,0.86,0.66,0.58,1.48,3,0.65,0.0,0.05,B,1,76.048,80.456731,1.0,NP
317,135,3.2,3.8,4.6,5,7,0.23,BR,0.25,3.64,0.79,0.57,1.11,3,1.32,0.0,0.01,B,1,78.92,79.833066,0.803386243,P
318,0,3.5,2.5,4.8,8,4,0.15,BR,0.2,4.27,0.54,0.5,1.63,3,1.16,0.0,0.01,B,1,90.032,79.170673,0.154687962,P
319,270,3.0,3.7,3.8,7,5,0.44,BR,0.3,3.11,0.48,0.74,1.69,3,0.99,0.0,0.03,B,1,77.156,84.855769,0.569537961,NP
320,45,1.6,1.9,3.0,9,5,0.37,LC,0.25,1.37,0.73,0.6,1.15,3,0.57,0.0,0.03,B,1,76.352,81.030649,0.641673932,P
321,90,2.1,2.0,3.6,9,3,0.26,HC,0.4,1.73,0.69,0.44,1.23,3,0.31,0.0,0.0,B,1,77.27,65.260577,0.460913071,P
322,270,3.6,2.4,4.0,5,6,0.64,NC,0.35,4.45,0.84,0.79,1.07,3,0.74,0.0,0.04,B,1,75.63,70.814192,1.0,NP
323,45,3.4,2.2,4.5,8,4,0.52,NC,0.35,5.08,0.34,0.84,1.37,3,0.14,0.0,0.02,B,1,75.822,78.804087,1.0,NP
324,90,2.3,3.2,3.9,10,2,0.65,NC,0.35,4.08,0.75,0.55,0.69,3,0.35,0.0,0.05,B,1,80.374,63.647837,0.463492063,NP
325,45,2.7,2.3,4.4,7,5,0.74,HC,0.2,3.59,0.57,0.74,1.56,3,1.09,0.0,0.04,B,1,74.415,83.754006,1.0,NP
326,90,2.1,3.7,3.6,5,1,0.5,NC,0.25,2.46,0.81,0.54,1.84,3,1.34,0.0,0.03,B,1,88.134,80.622863,0.210491146,P
327,135,3.4,3.5,3.1,6,2,0.22,LC,0.3,1.14,0.35,0.5,0.73,3,0.36,0.0,0.04,B,1,99.399,40.519832,0.099286178,P
328,135,1.6,2.6,3.5,4,7,0.36,NC,0.25,3.95,0.74,0.88,0.94,3,0.55,0.0,0.01,B,1,75.456,67.690304,1.0,NP
329,225,3.7,2.8,3.4,8,3,0.15,NC,0.4,0.77,0.67,0.61,0.52,3,0.18,0.0,0.03,B,1,92.58,55.174947,0.215691158,P
330,90,3.9,1.7,3.2,9,4,0.61,LC,0.35,4.31,0.75,0.63,1.3,3,0.86,0.0,0.02,B,1,79.183,75.355903,0.417945691,P
331,180,3.6,3.4,3.8,9,6,0.32,LC,0.4,2.93,0.86,0.46,1.12,3,0.71,0.0,0.03,B,1,77.116,79.569645,0.507042254,NP
332,180,3.3,1.7,4.8,9,4,0.58,BR,0.2,4.76,0.51,0.7,0.57,3,0.22,0.0,0.02,B,1,76.695,69.301382,1.0,NP
333,0,3.1,4.0,4.6,8,2,0.47,NC,0.35,2.77,0.43,0.85,1.08,3,0.67,0.0,0.02,B,1,82.732,73.026786,0.443868022,P
334,315,1.9,3.3,4.3,6,5,0.43,LC,0.35,1.32,0.62,0.48,1.43,3,0.98,0.0,0.03,B,1,75.789,83.322566,0.669022869,NP
335,225,2.4,2.4,3.8,10,4,0.66,BR,0.3,1.99,0.62,0.77,1.61,3,1.14,0.0,0.05,B,1,74.208,87.410362,1.0,NP
336,315,2.5,3.1,4.9,6,1,0.69,HC,0.25,4.55,0.28,0.57,1.92,3,1.41,0.0,0.02,B,1,75.955,84.998283,0.43860823,P
